id,label,text,label_num
4446,spam,"Subject: vicodin for you . cheap .
you need vicodin . you get it here . no need to wait any longer ! it is your unique chance to save on the medications up to 80 % .
it is not just about saving . it is about boosting your health .
courtesy wristwatch consensus chapel baltimorean halfway debacle torsion hey song staminate spring teledyne freakish becker basswood ben aphelion mileage moulton poetic interstitial godson arctic swelter bust egress nonsensic sectarian caloric qualify embedding expand cupboard splintery macedonia inheritance polyhymnia conceal deathward fingernail suppressor befallen firewall kappa spiral army carcinoma fermat lillian monteverdi salisbury suck scot tendency basin meteoritic dustbin climax anorexia avery luzon nation audrey penance fibrosis carboxylic accept coachwork bennett took demountable bisexual fredholm craggy erwin stove restaurateur mudsling capitol fabulous diamond angie committee tidbit boogie calvert virtue",1
305,ham,"Subject: logistics enom team
hal , as per our discussion here are the logistics people that will be
dedicated to the enom development :
key subject experts :
the logistics managers for each of the various regions will be the key
subject expert and will pull in the added resources ( individual pipeline
schedulers ) for the really detailed work . as far as time dedicated we will
commit to as much time as needed with the understanding that these
individuals do have the responsibility for managing all of the scheduling
activity in their regions . bottom line is during bid - week and when
emergencies develop they will be needed at their trading desks . all meetings
with these individuals should be scheduled for the afternoon .
kathy kelly - northeast
ed terry - southeast
randy gay - west
george smith - central
darren farmer - texas
project steering team :
bob superty
randy gay
george smith
as discussed we might have to bring in others when the product starts to take
shape and is impacting other areas ( global for example )
i look forward to our next meeting , thanks - bob x 30957",0
688,ham,"Subject: so union
tville
5031 at tville i - . 02 for may
total 2100
2100
5031
9231
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 04 / 19 / 2000
03 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 04 / 19 / 2000 01 : 58 pm
to : daren j farmer / hou / ect @ ect
cc :
subject :
southern union for may
2100 83 st
2100 port arthur
these are my estimates . the volumes for april at t - ville and colorado rs are
either spot or april only . janet does not know about next month yet .
so , 5000 total is a safe assumption .",0
1465,ham,"Subject: september 2000 availabilities
this is the first file of avails for devon production for sept . i ' m sure
more will follow .
thanks ,
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 25 / 2000 01 : 09
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" steve holmes ""
08 / 25 / 2000 11 : 35 am
to : ,
cc : "" cynthia cantrell ""
subject : september 2000 availabilities
the attached reflects first of the month availabilities for september 2000 .
i will send a revised copy with final numbers as soon as i am aware of any
changes .
thanks ,
steve
- enronavailso 900 . xls",0
1459,ham,"Subject: potential list fo 9 / 00
daren :
the correct meter number for north central is 5288 .
thanks ,
susan
x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 08 / 24 / 2000 03 : 34
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
susan
smith
08 / 24 / 2000 03 : 33 pm
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect , melissa graves / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect
subject : potential list fo 9 / 00
daren :
per vance ' s discussion ' s with the deal makers , the following are potential
deals for 9 / 00 not included in vance ' s number :
north central - - mcmurrey # 2 - meter 2697 - mid month - 2000 mcfd ( approx ) - gas daily
helmrich and payne - ballard # 1 - new meter - mid month - 2000 mcfd ( approx ) - gas
daily
kcs resources - dickenson bayou - meter 9797 - midmonth - 10 , 000 mcfd ( approx ) - gas
daily
let us know if you need any additional information .
susan smith
x 33321",0
4880,spam,"Subject: message subject
- - - - 84588087127852319762
hi varou ,
% rnd _ intro
% rnd _ ad _ 1
% rnd _ buy _ tag . visit us today .
best regards ,
millicent patton
",1
1656,ham,"Subject: nom for the 22 nd
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 09 / 21 / 2000
09 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 09 / 21 / 2000 09 : 25 : 50 am
to : ami _ chokshi @ enron . com
cc :
subject : nom for the 22 nd
( see attached file : hpl - sept . xls )
- hpl - sept . xls",0
4186,spam,"Subject: 
the permanent fix to penis enlargement
limited time offer :
add atleast 3 inches or your money back !
- - - - > visit us to learn more
no more offers
",1
5026,spam,"Subject: us hot sto - cks
structure technology report
may 10 th , 2005 - - for immediate release
investors and traders :
pinnacle group limited , inc . ( pgpu ) announces acquisition of aerofoam metals inc .
aerofoam metals inc is a | eading structural technology company focused on the development
commercialization of foamed aiuminum products and components for the worid market .
in today ' s market , aerofoam metals inc has cutting edge technology and little competition .
symbol : pgpu . pk
current price : 0 . 64
short term target price : $ 2 . 25
12 month target price : $ 5 . 25
pinnaclegli . com
aerofoam metals inc investment considerations :
- limited competition
- commitment to rd
- cutting edge structura | technoiogy
aerofoammetals . com
press release - - may loth , 2005 - - pinnacle acquisition of aerofoam
the company following extended re - negotiations with the major shareholder and management of aerofoam
metais incorporated ( aerofoam ) have reached an agreement in principle . the parties have entered into
a binding letter of intent , whereby , pinnacle wi | | acquire ail of the issued and outstanding shares of
aerofoam for new treasury shares of pinnacle . the number of shares to be issued to the shareholders of
aerofoam upon this acquisition wi | | be 3 , 5 oo , ooo common shares . the major sharehoider of aerofoam who
beneficialiy owns 56 % of al | the issued and outstanding shares of aerofoam has agreed to vote his shares
in favor of this acquisition . the parties hereto further agree to enter into a binding shareholders agreement
immediateiy and to hoid a specia | shareholder meeting to ratify the acquisition within 6 o days of signing
this letter of intent .
pinnacle group ltd profiie :
pinnacle group is a u . s . based holding company , traded on the pinksheets . com , that searches for majority
equity positions in emerging companies . pinnacle group ltd offers skiiled entrepreneurs , managers and ceos the option of
achieving their goals as part of a larger organization . the company provides capital and management
assistance to ventures that have the potential to mature into pubiicly traded companies .
the company works cioseiy with the management of companies that it acquires , using tried and proven methods
to expand the business , who are aiso open to innovative ideas on how to achieve targeted goals .
the company has great short term specuiative potentia | as
well as the potential for long term growth .
we beiieve the speculative near term target price is - $ 2 . 25
we believe the speculative long term target price is - $ 5 . 25
this is why pgpu might be the next hot pick !
piease follow this one trade friday !
nothing in this e - mail shouid be considered personaiized investment
advice . although our employees may answer your genera | customer
service questions , they are not licensed under securities | aws to
address your particular investment situation . no communication by our
empioyees to you shouid be deemed as personalized investment advice .
we expressiy forbid our writers from having a financia | interest in
any security recommended to our readers . ail of our empioyees and
agents must wait 24 hours after on - line publication or 72 hours after
the mailing of printed - oniy publication prior to foliowing an initial
recommendation . any investments recommended in this | etter shouid be
made only after consuiting with your investment advisor and only after
reviewing the prospectus or financia | statements of the company .
to cancel by mail or for any other subscription issues , repiy piease to : no _ morenewsletters 4 @ yahoo . com
( c ) 2 oo 5 investment newsietter a | | rights reserved
",1
946,ham,"Subject: 98 - 6725 ( sitara deal 266149 )
daren ,
i can ' t remember if i ' d already sent you this request or not . but can you
please roll the above deal to cover flow for the 10 th and 11 th of may 2000 ?
thanks
- jackie -
3 - 9497",0
1869,ham,"Subject: neon discussion october 25
here is a discussion outline for this coming week . ? i ' ve put at the very end
of the document a breakdown of the remaining topics for the fall semester . ?
it ' s incredible , only 6 meeting times before the christmas break . ?
?
see ya ,
?
bobby
- neon roaring 2 . doc",0
3851,spam,"Subject: fwd : any meds u want . xan @ x . valiuim | ( v | @ gra > vlcod / in / p / ntermin ? som . a . mkxcyvozibdj
we created an online medical consultation to get you the medications you need without the hassle , embarrassment , and cost of the doctor ' s office and pharmacy .
what ' s available : ` v @ lium # vl @ gra $ x @ nax * + s + oma ( pnterm : i : n ` ativ ' @ n
plus : p @ x ` il , bu ` sp @ r , ad . | p",1
4843,spam,"Subject: online pharmacy zu
want a cheap perscriptions ? http : / / www . ly 5 . net /
",1
4478,spam,"Subject: innovative big sized seencs
i know the face , but . . .
ertagacha khair
",1
3287,ham,"Subject: 06 / 01 assignment , termination , expiration report - houston pipe
line
attached is the junel 2001 assignment , termination & expiration report for houston pipe line ' s contracts . ( fyi - it contains all of the entries made by our group since the report was last done on 3 / 23 / 01 , regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( 713 - 571 - 3187 ) so that i can either remove your name from or add their name to the distribution list .",0
682,ham,"Subject: texas nom , lp dba garrison , ltd
fyi this came out of the 9 th work day meeting .
- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 04 / 19 / 2000 07 : 16
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor @ ect
04 / 18 / 2000 07 : 36 pm
to : tom acton / corp / enron @ enron
cc : cynthia hakemack / hou / ect @ ect , julie meyers / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect
subject : texas nom , lp dba garrison , ltd
tom please create a sitara ticket based on the following information :
counterparty meter volumes price period
texas nom , lp ( dba
garrison , ltd . ) 9656 500 mmbtu / d 100 % if / hsc less $ 0 . 10 4 / 1 - 4 / 30
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 04 / 18 / 2000
04 : 56 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
04 / 05 / 2000 04 : 21 pm
to : tom acton / corp / enron @ enron
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : texas nom , lp dba garrison , ltd
tom ,
the following production commenced to flow on last week and a ticket should
be created and entered into sitara based on the following :
counterparty meter volumes price period
texas nom , lp ( dba
garrison , ltd . ) 9656 500 mmbtu / d 100 % gd less $ 0 . 10 3 / 27 - 3 / 31
susan will create a committed reserves firm ticket for the remaining term of
the deal once our geologists have gathered enough data to forecast the
reserves of this well ; at such time , this ticket should be zeroed out .
thanks ,
vlt
x 3 - 6353",0
