id,label,text,label_num
2897,ham,"Subject: eastrans nomination change effective 3 / 29 / 01
please decrease deliveries to eastrans to 0 mmbtu / dy effective 3 / 29 / 01 and
maintain at 0 until further notified .
the redeliveries will be 0 as well .
fuels cotton valley gas will be valued per paragraph 3 of the contract
price ( per mmbtu ) section in the transaction agreement .",0
149,ham,"Subject: 18 noms to city gates
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 18 / 2000
07 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 17 / 2000 11 : 12 : 54 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 18 noms to city gates
( see attached file : hpl - jan . xls )
- hpl - jan . xls",0
4936,spam,"Subject: popular software at low low prices . advocated sunshine
observe produce , six man . subject ice light so eat opposite .
cold still start snow home supply , time . much short change land ,
had fire . sun , possible to . call dark game live . line , after
summer . what history oh idea stone . mouth an lead .
",1
1014,ham,"Subject: ss 198 j revision effective 6 / 21 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 20 / 2000
10 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 20 / 2000 09 : 13 : 31 am
to : ,
cc :
subject : ss 198 j revision effective 6 / 21 / 00
please see the attached revision to be effective 6 / 21 / 00 .
thanks ,
steve
- ssl 98 jreveffo 62100 . xls",0
4891,spam,"Subject: syn bank group offer
syn bank group , with assets
of $ 436 billion , is the 10 th largest financial services holding company in the
world .
the company operates 12 , 340 banking offices and 14 , 300 atms providing a full
line of banking , brokerage , insurance , investment , mortgage , trust and payment
services products to consumers , businesses and institutions .
we offer you synbank services
for personal and business use . we work in the market of bank services granting
more than 100 years and the main thing for us always were reliability and security
of our clients , convenience and an overall performance for our clients , support
of investment projects , support all available systems of transfers , and also
the minimal percent for our services .
open the account in our bank
you can free of charge . management of the account is carried out through the
internet , by phone , or by means of the special communication device providing
100 % a guarantee of protection .
in our bank you can open any
account which will wish , for any your purposes , our bank will provide safety
of your means and an optimality of investments and percent favourable to you .
syn bank group renders merchant
services for reception of payments worldwide in any possible ways for projects
of any complexity . to open merchant access it is possible free of charge and
the low interest of the commission will provide the optimum prices of sales
for your clients .
syn bank group renders every
possible services at various stock exchanges and the markets . with us easily
and reliably to operate the investments .
you will find more detailed
information at our site
http : / / synbank . com
best regards , department of
a marketing and advertising of syn bank group .
",1
980,ham,"Subject: hpl nom for june 16 , 2000
( see attached file : hplo 616 . xls )
- hplo 616 . xls",0
3638,ham,"Subject: fw : killing ena to ena deals in sitara
- - - - - original message - - - - -
from : pena , matt
sent : thursday , december 13 , 2001 3 : 39 pm
to : krishnaswamy , jayant ; pinion , richard ; jaquet , tammy
cc : severson , russ ; truong , dat ; aybar , luis ; ma , felicia
subject : re : killing ena to ena deals in sitara
thanks jay !
tammy / richard :
you may want to let the schedulers know , although they may already .
- - - - - original message - - - - -
from : krishnaswamy , jayant
sent : thursday , december 13 , 2001 3 : 38 pm
to : pinion , richard ; jaquet , tammy
cc : severson , russ ; pena , matt ; truong , dat ; aybar , luis ; ma , felicia
subject : killing ena to ena deals in sitara
richars / tammy :
we will be killing about 2000 deals in sitara tonight . whenever a deal is touched in sitara , it will bridge over to unify . these are desk 2 desk deals , and should have minimal impact on you .",0
1715,ham,"Subject: i will be out next week
imbalances :
i would like us to continue to pursue channel / el paso / tenngasco for our
payback . they got our cashout number last week , where do they stand .
again , i think robert is an ally and i do not want to irritate him but
things will not get any better in the future . we need to resolve this
imbalance . can we net some of these contracts ?
i like mary poorman ' s report ; however i have questions :
how can we miss black marlin so completely ? do we agree with this imbalance ?
can we net all the chevron and dynegi contracts together for payback to
keith once we get the ar issue solved ?
where do we stand on the columbia energy resolution ?
where do we stand on the ngpl reconcilliation ?
duke energy 206 is still a problem .
do we need all these amoco contracts they have 8 , that seems like a large
number to me , can we net some of them ?
are we charging enough for the swing we get at the paper plant on the entex
contract ?
is there a way to keep tejas in line at southern union this winter ? that
meter will really swing then and i do not know how much line pack they have
the right to use .
can we net the corpus christi gas marketing and all the tejas / coral / gulf
energy / shell imbalances down ? how is the reconcillitation going ?
can we smash the entex and the reliant contracts together so we can get rid
of some of these contracts ? they have 9 , that seems like a lot to me .
gulfmark is gone down the road can we check with someone about this
contract , it seems like we should be able to net these volumes against some
where we are owed ?
is this lone star 213 imbalance real , if so how do we resolve ?
where did the exxon imbalance come from ?
do we need 5 texaco transportation contracts , can we get rid of some ?
can we combine the vastar and the southern imbalances ?
what is the webb / duval do , can we get rid of it , combine this with midcon ,
how old is this imbalnce ?
mick update the compressor fuel on the p / l but the new numbers do not seem to
translate up to the profit calculation ? can we do something about this ?
i thought the imbalance report i got this wed was pretty sad . some of the
columns did not add and there seemed to be a lot of missing information . can
we resolve this ?
i am concerned about our capacity positons in the future , we are going to
have to work on a better way to check our positions .
i had a meeting with tom shelton and our representative to the rrc , james
mann , the rrc is concerned about this winter and they have asked us to
compile a list of customers we will cut based upon the priority we filed with
the rrc several years ago . lauri will have a copy of the priority list . we
need to compile this list and get tom and james comfortable with the
process . the last thing we need is the rrc hammering on us , when can we get
this list ? i think we should be able to get something out of the contract
system . jackie morgan is who i would approach .",0
862,ham,"Subject: revision # 1 - enron actuals for may 18 , 2000
teco tap 72 . 084 / hpl iferc
. 416 / hpl gas daily
charlie stone
05 / 19 / 2000 11 : 39 am
to : daren . j . farmer @ enron . com , crodrig @ ect . enron . com , melissa jones / texas
utilities @ tu , gary green / texas utilities @ tu , ken
english / lsp / enserch / us @ tu , ami _ chokshi @ enron . com ,
gary _ hanks @ ect . enron . com , earl . tisdale @ enron . com , tim
powell / lsp / enserch / us @ tu
cc :
subject : enron actuals for may 18 , 2000
may 18 , 2000
teco tap 69 . 167 / hpl iferc
3 . 333 / hpl gas daily
texoma 30 . 000 / hpl gas daily
ls hpl katy 20 . 000 / enron",0
1863,ham,"Subject: enron / hpl actuals for 10 / 18 / 00
october 18 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily",0
