ID,label,text,label_num
2001,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
2002,ham,Subject: Cảm ơn bạn đã mua hàng tại cửa hàng chúng tôi.,1
2003,spam,Subject: Bạn đã trúng giải 1 triệu đồng! Nhấn vào đây để nhận!,0
2004,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
2005,ham,Subject: Chúng tôi đã nhận được yêu cầu đổi hàng của bạn.,1
2006,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
2007,spam,Subject: Cơ hội trở thành diễn viên nổi tiếng từ một cuộc thi!,0
2008,ham,Subject: Cảm ơn bạn đã mua hàng tại cửa hàng chúng tôi.,1
2009,spam,Subject: Cơ hội duy nhất: Mở tài khoản miễn phí và nhận quà!,0
2010,spam,Subject: Bạn đã trúng thưởng iPhone 14! Nhấn vào đây để nhận ngay.,0
2011,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
2012,spam,"Subject: Sản phẩm chống lão hóa siêu hiệu quả, đảm bảo 100%!",0
2013,spam,Subject: Nhấn vào đây để nhận link tải game miễn phí!,0
2014,spam,Subject: Nhấn vào đây để biết bí quyết trẻ hóa da từ thiên nhiên!,0
2015,ham,Subject: Cảm ơn bạn đã tham gia chương trình sức khỏe của chúng tôi.,1
2016,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
2017,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
2018,spam,Subject: Nhấn vào đây để nhận link tải game miễn phí!,0
2019,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
2020,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
2021,spam,Subject: Nhấn vào đây để nhận link tải game miễn phí!,0
2022,spam,Subject: Cơ hội trở thành diễn viên nổi tiếng từ một cuộc thi!,0
2023,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
2024,ham,Subject: Bạn có thể tạo thẻ tín dụng ngay hôm nay!,1
2025,ham,Subject: Giảm giá 20% cho lần mua sắm tiếp theo của bạn!,1
2026,spam,"Subject: Giảm giá cực sốc, chỉ 50% cho sản phẩm không cần thiết!",0
2027,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
2028,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
2029,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
2030,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
2031,ham,Subject: Đừng bỏ lỡ khóa học trực tuyến miễn phí về lập trình!,1
2032,ham,Subject: Bạn có thể tạo thẻ tín dụng ngay hôm nay!,1
2033,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
2034,ham,"Subject: Chào bạn, đơn hàng của bạn đã được giao thành công!",1
2035,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
2036,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
2037,ham,"Subject: Chào bạn, đơn hàng của bạn đã được giao thành công!",1
2038,ham,Subject: Cảm ơn bạn đã tham gia vào chương trình sự kiện giải trí!,1
2039,ham,Subject: Hãy kiểm tra lịch phát sóng chương trình yêu thích của bạn.,1
2040,spam,"Subject: Sản phẩm chống lão hóa siêu hiệu quả, đảm bảo 100%!",0
2041,spam,Subject: Đừng bỏ lỡ: Chương trình học bổng 100%!,0
2042,spam,Subject: Cơ hội duy nhất: Mở tài khoản miễn phí và nhận quà!,0
2043,spam,Subject: Nhận ngay tài liệu miễn phí cho kỳ thi sắp tới!,0
2044,ham,Subject: Giảm giá 20% cho lần mua sắm tiếp theo của bạn!,1
2045,spam,Subject: Nhận ngay tài liệu miễn phí cho kỳ thi sắp tới!,0
2046,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
2047,spam,Subject: Nhấn vào đây để biết bí quyết trẻ hóa da từ thiên nhiên!,0
2048,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
2049,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền nhanh chóng từ nhà!,0
2050,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
2051,ham,Subject: Hẹn lịch khám bệnh với bác sĩ qua ứng dụng của chúng tôi.,1
2052,spam,Subject: Nhấn vào đây để nhận link tải game miễn phí!,0
2053,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
2054,ham,Subject: Đừng bỏ lỡ khóa học trực tuyến miễn phí về lập trình!,1
2055,spam,Subject: Cơ hội trở thành diễn viên nổi tiếng từ một cuộc thi!,0
2056,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
2057,ham,Subject: Cảm ơn bạn đã đăng ký khóa học tiếng Anh của chúng tôi.,1
2058,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
2059,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
