ID,label,text,label_num
4001,ham,Subject: Chương trình khuyến mãi cho thuê phim trực tuyến chỉ trong tháng này.,1
4002,spam,Subject: Khóa học miễn phí về cách kiếm tiền online!,0
4003,ham,Subject: Chúng tôi đã cập nhật các bài hát mới nhất trên ứng dụng!,1
4004,spam,Subject: Bạn có thể giảm cân nhanh chóng với sản phẩm này!,0
4005,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
4006,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
4007,ham,Subject: Chương trình khuyến mãi cho thuê phim trực tuyến chỉ trong tháng này.,1
4008,ham,Subject: Hẹn lịch khám bệnh với bác sĩ qua ứng dụng của chúng tôi.,1
4009,spam,Subject: Đừng bỏ lỡ: Chương trình học bổng 100%!,0
4010,ham,Subject: Đừng bỏ lỡ khóa học trực tuyến miễn phí về lập trình!,1
4011,spam,"Subject: Giảm giá cực sốc, chỉ 50% cho sản phẩm không cần thiết!",0
4012,ham,Subject: Chúng tôi đã gửi chứng nhận hoàn thành khóa học cho bạn.,1
4013,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
4014,spam,Subject: Chương trình khuyến mãi cực sốc: Xem phim miễn phí!,0
4015,spam,Subject: Bạn có muốn trở nên khỏe mạnh hơn mà không cần tập luyện?,0
4016,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
4017,ham,Subject: Thông báo: Bạn đã được đặt lịch tiêm vaccine.,1
4018,spam,Subject: Cơ hội duy nhất: Mở tài khoản miễn phí và nhận quà!,0
4019,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
4020,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền nhanh chóng từ nhà!,0
4021,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
4022,spam,Subject: Bạn có thể giảm cân nhanh chóng với sản phẩm này!,0
4023,ham,Subject: Thông báo: Tài khoản của bạn đã được kích hoạt.,1
4024,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
4025,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
4026,spam,"Subject: Giảm giá cực sốc, chỉ 50% cho sản phẩm không cần thiết!",0
4027,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
4028,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
4029,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
4030,spam,Subject: Bạn đã trúng giải 1 triệu đồng! Nhấn vào đây để nhận!,0
4031,spam,Subject: Bạn có muốn trở thành triệu phú? Nhấn vào đây để tìm hiểu thêm!,0
4032,spam,Subject: Nhấn vào đây để nhận thẻ tín dụng miễn phí!,0
4033,spam,Subject: Nhận ngay tài liệu miễn phí cho kỳ thi sắp tới!,0
4034,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền từ việc xem video!,0
4035,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
4036,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
4037,spam,Subject: Nhấn vào đây để biết bí quyết trẻ hóa da từ thiên nhiên!,0
4038,ham,Subject: Đừng bỏ lỡ khóa học trực tuyến miễn phí về lập trình!,1
4039,ham,Subject: Thông báo: Tài khoản của bạn đã được kích hoạt.,1
4040,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
4041,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
4042,ham,Subject: Giảm giá 20% cho lần mua sắm tiếp theo của bạn!,1
4043,ham,Subject: Giảm giá 20% cho lần mua sắm tiếp theo của bạn!,1
4044,spam,"Subject: Giảm giá cực sốc, chỉ 50% cho sản phẩm không cần thiết!",0
4045,spam,Subject: Bạn có thể giảm cân nhanh chóng với sản phẩm này!,0
4046,spam,Subject: Bạn đã trúng giải 1 triệu đồng! Nhấn vào đây để nhận!,0
