ID,label,text,label_num
1501,spam,Subject: Bạn đã trúng giải 1 triệu đồng! Nhấn vào đây để nhận!,0
1502,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
1503,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
1504,spam,Subject: Bạn có muốn trở thành triệu phú? Nhấn vào đây để tìm hiểu thêm!,0
1505,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
1506,ham,Subject: Giảm giá 20% cho lần mua sắm tiếp theo của bạn!,1
1507,spam,Subject: Nhấn vào đây để biết bí quyết trẻ hóa da từ thiên nhiên!,0
1508,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
1509,spam,Subject: Nhấn vào đây để nhận thông tin về thuốc tăng cường sinh lý!,0
1510,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
1511,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
1512,ham,Subject: Thông báo: Bạn đã được đặt lịch tiêm vaccine.,1
1513,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
1514,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền nhanh chóng từ nhà!,0
1515,ham,Subject: Chúng tôi đã nhận được yêu cầu đổi hàng của bạn.,1
1516,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
1517,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
1518,spam,Subject: Bạn có muốn trở thành triệu phú? Nhấn vào đây để tìm hiểu thêm!,0
1519,ham,Subject: Chúng tôi đã gửi chứng nhận hoàn thành khóa học cho bạn.,1
1520,ham,Subject: Chúng tôi đã cập nhật các bài hát mới nhất trên ứng dụng!,1
1521,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
1522,spam,Subject: Bạn đã trúng thưởng iPhone 14! Nhấn vào đây để nhận ngay.,0
1523,spam,Subject: Đừng bỏ lỡ cơ hội vay tiền nhanh chóng mà không cần chứng minh thu nhập!,0
1524,spam,Subject: Chương trình khuyến mãi cực sốc: Xem phim miễn phí!,0
1525,spam,Subject: Đừng bỏ lỡ cơ hội vay tiền nhanh chóng mà không cần chứng minh thu nhập!,0
1526,ham,Subject: Cảm ơn bạn đã tham gia chương trình sức khỏe của chúng tôi.,1
1527,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
1528,ham,Subject: Cảm ơn bạn đã tham gia vào chương trình sự kiện giải trí!,1
1529,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền nhanh chóng từ nhà!,0
1530,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
1531,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
1532,spam,Subject: Cơ hội duy nhất: Mở tài khoản miễn phí và nhận quà!,0
1533,spam,Subject: Khóa học miễn phí về cách kiếm tiền online!,0
1534,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
1535,spam,Subject: Đừng bỏ lỡ: Chương trình học bổng 100%!,0
1536,ham,Subject: Hãy kiểm tra lịch phát sóng chương trình yêu thích của bạn.,1
1537,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
1538,spam,Subject: Đừng bỏ lỡ: Chương trình học bổng 100%!,0
1539,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền từ việc xem video!,0
1540,spam,Subject: Bạn đã trúng thưởng iPhone 14! Nhấn vào đây để nhận ngay.,0
1541,spam,Subject: Chương trình khuyến mãi cực sốc: Xem phim miễn phí!,0
1542,ham,Subject: Chúng tôi đã cập nhật các bài hát mới nhất trên ứng dụng!,1
1543,ham,"Subject: Chào bạn, đơn hàng của bạn đã được giao thành công!",1
1544,ham,Subject: Chúng tôi đã gửi chứng nhận hoàn thành khóa học cho bạn.,1
1545,spam,Subject: Mua thuốc giảm cân với giá chỉ 99k!,0
1546,ham,Subject: Thông báo: Tài khoản của bạn đã được kích hoạt.,1
1547,ham,Subject: Thông báo: Bạn đã được đặt lịch tiêm vaccine.,1
1548,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
1549,ham,Subject: Chúng tôi đã cập nhật thông tin về bệnh viện trên trang web.,1
1550,spam,Subject: Bạn có muốn trở nên khỏe mạnh hơn mà không cần tập luyện?,0
