ID,label,text,label_num
501,spam,Subject: Khóa học miễn phí về cách kiếm tiền online!,0
502,ham,Subject: Hẹn lịch khám bệnh với bác sĩ qua ứng dụng của chúng tôi.,1
503,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
504,spam,Subject: Chúng tôi tặng bạn 100 triệu đồng khi mở tài khoản mới!,0
505,ham,Subject: Cảm ơn bạn đã đăng ký khóa học tiếng Anh của chúng tôi.,1
506,ham,Subject: Tài liệu học tập đã được cập nhật trên trang web.,1
507,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
508,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
509,spam,"Subject: Sản phẩm chống lão hóa siêu hiệu quả, đảm bảo 100%!",0
510,ham,"Subject: Chào bạn, đơn hàng của bạn đã được giao thành công!",1
511,spam,Subject: Đừng bỏ lỡ: Chương trình học bổng 100%!,0
512,spam,Subject: Nhấn vào đây để biết bí quyết trẻ hóa da từ thiên nhiên!,0
513,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
514,spam,Subject: Cơ hội trở thành chuyên gia trong một tháng!,0
515,spam,Subject: Bạn đã trúng thưởng iPhone 14! Nhấn vào đây để nhận ngay.,0
516,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
517,ham,Subject: Đừng bỏ lỡ khóa học trực tuyến miễn phí về lập trình!,1
518,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
519,spam,Subject: Nhấn vào đây để nhận link tải game miễn phí!,0
520,spam,Subject: Đừng bỏ lỡ cơ hội kiếm tiền nhanh chóng từ nhà!,0
521,spam,Subject: Cơ hội trở thành diễn viên nổi tiếng từ một cuộc thi!,0
522,ham,Subject: Chúng tôi đã gửi thông báo về khoản vay mới cho bạn.,1
523,ham,Subject: Hẹn lịch khám bệnh với bác sĩ qua ứng dụng của chúng tôi.,1
524,spam,Subject: Bạn có thể giảm cân nhanh chóng với sản phẩm này!,0
525,spam,Subject: Bạn có muốn trở nên khỏe mạnh hơn mà không cần tập luyện?,0
526,ham,Subject: Cảm ơn bạn đã đăng ký khóa học tiếng Anh của chúng tôi.,1
527,ham,Subject: Hãy theo dõi sức khỏe của bạn với ứng dụng sức khỏe.,1
528,spam,Subject: Bạn có muốn trở thành triệu phú? Nhấn vào đây để tìm hiểu thêm!,0
529,ham,Subject: Chương trình khuyến mãi cho thuê phim trực tuyến chỉ trong tháng này.,1
530,ham,Subject: Hãy theo dõi đơn hàng của bạn qua ứng dụng!,1
531,ham,Subject: Cảm ơn bạn đã tham gia chương trình sức khỏe của chúng tôi.,1
532,spam,Subject: Đừng bỏ lỡ cơ hội vay tiền nhanh chóng mà không cần chứng minh thu nhập!,0
533,spam,Subject: Nhận ngay tài liệu miễn phí cho kỳ thi sắp tới!,0
534,spam,Subject: Khóa học miễn phí về cách kiếm tiền online!,0
535,ham,Subject: Đừng quên xem bộ phim mới ra mắt vào cuối tuần này!,1
536,ham,Subject: Cảm ơn bạn đã mua hàng tại cửa hàng chúng tôi.,1
537,ham,Subject: Thông báo: Bạn đã được đặt lịch tiêm vaccine.,1
538,ham,Subject: Chúng tôi đã cập nhật các bài hát mới nhất trên ứng dụng!,1
539,spam,Subject: Cảm giác tuyệt vời khi có tiền trong tài khoản chỉ với 30 phút!,0
